estudiante_id,genero,nse,region,capacidad_score,capacidad_nivel,rama_real,opcion_real,opcion_numero,motivacion_principal,presion_familiar,consistencia,fase1_p01,fase1_p02,fase1_p03,fase1_p04,fase1_p05,fase1_p06,fase1_p07,fase1_p08,fase1_p09,fase1_p10,fase1_p11,fase1_p12,fase1_p13,fase1_p14,fase1_p15,fase1_p16,fase1_p17,fase1_p18,fase1_p19,fase1_p20,fase1_p21,fase1_p22,fase1_p23,fase1_p24,fase1_p25,fase1_p26,fase1_p27,fase1_p28,fase1_p29,fase1_p30,fase1_p31,fase1_p32,fase1_p33,fase1_p34,fase1_p35,fase1_p36,fase1_p37,fase1_p38,fase1_p39,fase1_p40,fase1_p41,fase1_p42,fase1_p43,fase1_p44,fase1_p45,fase1_p46,fase1_p47,fase1_p48,fase1_p49,fase1_p50,fase1_p51,fase1_p52,fase1_p53,fase1_p54,fase1_p55,fase1_p56,fase1_p57,fase1_p58,fase1_p59,fase1_p60,fase1_p61,fase1_p62,fase1_p63,fase1_p64,fase1_p65,fase1_p66,fase1_p67,fase1_p68,fase1_p69,fase1_p70,fase1_p71,fase1_p72,fase1_p73,fase1_p74,fase1_p75,fase1_p76,fase1_p77,fase1_p78,fase1_p79,fase1_p80,fase2_p01,fase2_p02,fase2_p03,fase2_p04,fase2_p05,fase2_p06,fase2_p07,fase2_p08,fase2_p09,fase2_p10,fase2_p11,fase2_p12,fase2_p13,fase2_p14,fase2_p15,fase2_p16,fase2_p17,fase2_p18,fase2_p19,fase2_p20,fase2_p21,fase2_p22,fase2_p23,fase2_p24,fase2_p25,fase2_p26,fase2_p27,fase2_p28,fase2_p29,fase2_p30,fase2_p31,fase2_p32,fase2_p33,fase2_p34,fase2_p35,fase2_p36,fase2_p37,fase2_p38,fase2_p39,fase2_p40,fase2_p41,fase2_p42,fase2_p43,fase2_p44,fase2_p45,fase2_p46,fase2_p47,fase2_p48,fase2_p49,fase2_p50,fase2_p51,fase2_p52,fase2_p53,fase2_p54,fase2_p55,fase2_p56,fase2_p57,fase2_p58,fase2_p59,fase2_p60,fase2_p61,fase2_p62,fase2_p63,fase2_p64,fase2_p65,fase2_p66,fase2_p67,fase2_p68,fase2_p69,fase2_p70,fase2_p71,fase2_p72,fase2_p73,fase2_p74,fase2_p75,fase2_p76,fase2_p77,fase2_p78,fase2_p79,fase2_p80
1764,M,medio_alto,sur,0.28,media_baja,Ingenieria,SW,6,estabilidad_economica,0.55,0.894,E,A,B,B,C,B,B,B,B,A,A,A,D,D,B,B,B,D,B,B,D,B,B,C,B,A,B,C,C,B,A,B,B,D,B,C,D,C,B,A,B,C,B,D,C,B,C,D,A,B,C,B,D,B,B,B,B,C,B,B,B,B,C,B,D,B,C,C,B,B,C,C,D,B,D,A,D,C,B,C,B,A,A,E,A,A,E,A,A,A,A,A,B,D,C,A,A,B,C,A,A,A,D,A,A,C,D,B,E,A,C,A,C,A,A,B,C,B,A,A,A,E,D,D,B,A,A,A,A,A,A,D,B,B,A,E,A,A,A,B,A,B,D,B,D,D,B,A,A,A,A,A,A,B,B,B,A,A,A,A
1765,F,bajo,pacifico,0.635,media,Oficios_Tecnicos,TEC_ENF,16,empleabilidad_rapida,0.234,0.721,E,B,E,C,E,B,B,D,B,E,A,B,C,D,B,D,B,D,A,C,D,B,D,C,C,C,E,C,B,B,C,C,B,B,D,B,D,C,D,A,D,B,D,C,C,D,C,D,B,D,C,B,B,D,D,B,B,C,A,A,B,E,C,D,B,D,C,B,D,B,E,C,D,B,E,A,C,A,B,C,A,B,A,A,C,A,C,D,A,E,A,A,A,A,E,D,A,B,A,A,A,A,A,B,B,A,A,D,A,B,B,A,A,A,A,C,A,A,D,A,E,A,E,C,A,D,B,A,D,A,B,A,A,A,B,A,A,B,A,A,A,B,A,D,C,B,B,D,A,C,C,B,B,C,A,A,E,C,D,C
1766,F,bajo,norte,0.53,media,Oficios_Tecnicos,TEC_SIS,17,estabilidad_economica,0.569,0.931,C,B,E,B,B,B,B,D,B,A,B,D,D,D,B,D,B,D,A,E,D,B,D,C,D,A,D,C,C,D,C,D,B,E,A,B,E,C,C,A,E,C,E,A,C,D,C,E,B,D,C,C,B,B,D,B,E,C,D,A,B,C,C,D,A,D,C,B,A,B,A,C,B,B,D,A,B,B,E,C,B,B,C,B,D,E,B,B,B,B,B,B,B,B,A,E,B,D,B,B,B,B,B,B,C,B,B,D,B,B,B,B,B,B,B,C,E,B,B,B,B,D,B,B,B,D,B,B,B,B,B,A,B,B,B,E,B,B,B,B,B,D,B,B,A,B,C,A,E,D,D,A,D,B,B,D,B,C,A,B
1767,F,alto,norte,1.28,media,Ingenieria,ARQ,10,prestigio_social,0.737,0.77,E,A,B,C,B,B,B,E,B,E,C,A,C,D,B,D,B,B,B,E,D,B,C,C,D,B,B,C,B,B,B,A,B,A,B,C,E,C,C,A,A,B,E,D,C,A,C,B,B,D,C,B,D,B,A,B,B,C,A,D,B,B,C,B,C,B,C,B,E,B,B,C,D,B,B,A,B,B,E,C,B,E,C,E,C,E,E,D,E,D,D,D,C,E,A,E,C,A,B,B,E,E,E,E,D,B,A,E,B,D,E,A,D,E,A,A,B,D,E,B,E,E,E,E,C,E,E,E,A,B,B,C,C,C,C,D,E,D,E,D,E,A,E,E,E,D,E,D,C,E,C,E,E,C,E,C,A,E,B,A
1768,M,medio,pacifico,1.215,media_alta,Salud,ODO,4,estabilidad_economica,0.32,0.892,E,B,D,B,B,B,B,A,B,A,D,B,C,B,B,C,B,A,B,A,D,B,A,C,B,A,D,C,B,A,B,A,B,E,A,B,A,C,C,A,A,B,E,B,C,A,C,A,B,B,C,A,A,B,A,B,A,C,E,B,B,A,C,A,B,C,C,C,A,B,C,C,D,B,A,A,A,B,B,C,D,B,D,D,D,D,D,B,C,D,D,D,B,D,A,C,D,A,D,D,D,D,D,A,D,D,D,D,D,D,D,D,D,D,D,D,B,D,D,E,C,B,C,D,A,D,D,D,D,B,D,C,D,D,D,C,D,B,D,D,D,D,D,E,D,D,D,D,D,D,B,D,A,D,B,D,D,D,D,D
1769,M,bajo,centro,0.271,baja,Oficios_Tecnicos,ELEC_IND,18,ayudar_familia,0.671,0.86,E,B,D,E,D,C,D,D,E,B,E,D,B,D,C,D,D,E,D,D,A,A,A,E,D,A,E,D,E,B,D,D,A,D,C,E,D,B,E,E,D,C,D,E,B,B,E,E,A,A,B,A,E,C,E,A,A,B,B,B,E,C,D,A,E,E,E,D,D,A,D,E,D,C,E,D,D,D,D,B,C,C,C,D,B,C,C,C,E,C,C,C,C,B,C,C,C,A,C,C,C,A,C,E,C,C,C,C,C,B,E,E,C,C,E,C,B,C,C,D,C,C,C,B,C,D,B,D,C,E,C,B,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C,B,D,E,C,A,A,C,D,E,D,C,C,E
1770,F,medio_alto,centro,1.838,alta,Negocios,DER,14,balance_vida_trabajo,0.429,0.772,D,B,C,A,D,B,B,B,B,A,C,D,D,B,B,D,B,C,B,A,A,B,C,C,D,A,E,C,B,C,B,C,B,B,B,B,C,C,A,A,C,C,C,D,C,C,C,A,B,A,C,D,B,B,C,B,D,C,B,A,B,C,C,C,A,A,C,B,D,B,C,C,E,B,E,A,D,B,A,C,D,D,D,D,D,D,D,D,B,D,D,D,D,C,D,D,D,D,D,D,D,D,D,D,A,D,D,D,B,D,A,D,D,C,D,A,B,C,B,D,D,D,D,B,D,D,D,D,B,D,D,D,D,B,D,D,D,D,D,D,D,D,D,D,E,D,D,C,C,E,D,D,D,D,D,D,D,D,C,C
1771,F,alto,norte,1.339,media_alta,Ingenieria,ARQ,10,realizacion_personal,0.757,0.701,E,C,A,B,E,B,B,D,B,B,A,D,C,D,B,D,B,B,C,D,A,B,B,C,B,A,B,C,C,D,B,D,B,B,A,B,E,C,B,A,E,B,B,B,C,B,C,D,B,D,C,A,C,B,B,B,E,C,B,B,B,C,C,B,D,A,C,C,B,B,A,C,B,B,B,A,D,B,B,C,E,E,A,E,C,E,B,E,E,E,E,A,E,C,D,B,E,E,E,E,D,D,B,E,E,A,C,E,D,E,E,E,E,B,E,E,B,E,E,E,E,E,C,E,B,E,A,E,C,E,D,A,E,B,C,E,B,E,C,B,D,B,E,E,E,C,E,E,D,E,E,A,B,C,E,C,C,C,B,E
1772,M,medio,norte,1.2,media,Ingenieria,ARQ,10,balance_vida_trabajo,0.299,0.702,A,A,D,A,C,B,B,D,B,A,D,A,C,D,B,B,B,A,B,B,A,B,D,C,B,A,D,C,B,B,C,B,B,E,D,B,B,C,B,A,B,B,B,A,C,B,C,D,B,D,C,B,B,B,B,B,B,C,B,B,B,B,C,D,B,B,C,B,B,B,C,C,B,B,B,A,B,C,D,C,D,D,E,E,E,E,B,B,C,E,C,E,A,A,E,D,C,E,E,E,E,B,E,E,E,E,E,E,E,E,E,D,B,B,C,E,D,C,E,E,E,E,D,B,A,E,D,E,E,A,E,C,E,E,E,E,E,A,E,A,E,B,C,C,A,D,E,E,E,A,E,E,D,E,B,C,D,E,D,E
1773,M,medio,norte,0.475,media_baja,Ingenieria,ARQ,10,balance_vida_trabajo,0.416,0.94,A,A,E,C,E,B,B,D,D,D,B,E,C,D,B,B,B,B,C,B,A,B,B,C,D,C,D,C,B,B,D,B,B,E,D,C,B,C,B,A,D,B,B,C,C,D,C,B,A,B,C,B,D,D,B,B,D,C,A,C,B,C,C,B,D,B,C,B,B,B,B,C,B,B,B,A,B,B,E,C,A,B,B,C,B,E,E,E,C,A,A,E,E,B,E,E,A,E,D,E,E,E,B,D,E,E,E,D,C,E,E,D,E,D,E,E,D,C,E,E,A,C,E,D,A,E,C,E,E,E,D,B,E,E,A,B,E,D,C,E,B,E,D,E,E,E,E,B,E,E,D,E,B,E,E,E,C,E,A,E
1774,F,medio,centro,0.849,media,Ingenieria,ARQ,10,balance_vida_trabajo,0.438,0.651,B,E,D,A,C,B,B,D,D,E,B,E,C,B,B,B,B,D,D,D,A,B,B,C,B,B,D,C,B,B,D,B,B,B,B,B,B,C,C,A,D,C,B,A,C,D,C,B,B,B,C,B,B,B,D,B,B,C,E,B,B,C,C,B,A,B,C,C,D,B,D,C,D,B,B,A,B,B,B,C,E,C,E,E,E,D,E,E,C,E,E,E,B,E,E,D,E,A,D,E,E,E,B,E,E,E,E,D,A,D,E,E,E,D,B,B,A,E,E,C,E,B,C,C,E,E,B,E,E,D,C,E,D,C,C,E,E,E,B,B,E,E,E,E,B,C,E,E,B,D,E,D,B,E,E,C,E,E,B,A
1775,M,medio,centro,1.514,alta,Negocios,DER,14,balance_vida_trabajo,0.527,0.829,D,C,E,B,C,B,A,C,B,E,B,D,C,B,B,E,B,D,B,D,A,B,A,C,C,A,B,C,B,E,C,C,B,D,B,B,C,C,C,A,D,B,C,B,C,C,C,D,B,B,C,D,B,B,B,B,C,C,D,C,B,C,C,D,B,D,C,B,C,B,D,C,D,B,B,A,D,D,C,C,B,D,D,B,D,B,D,B,D,D,D,D,C,D,D,E,D,D,D,D,A,D,D,D,D,D,B,B,D,D,D,D,C,B,E,D,D,D,D,D,D,B,D,A,A,D,D,C,A,E,D,D,D,D,D,B,D,D,D,E,D,D,D,D,D,B,D,D,D,D,D,E,D,D,D,A,C,E,D,D
1776,M,bajo,centro,0.29,media_baja,Oficios_Tecnicos,ELEC_IND,18,ayudar_familia,0.699,0.882,E,E,D,B,E,B,B,B,A,A,C,D,D,A,B,E,B,C,B,C,D,B,D,C,D,B,C,C,B,E,A,C,B,D,B,B,C,C,A,A,D,C,B,B,C,D,C,E,A,E,C,D,B,D,D,B,B,C,E,A,B,C,C,E,B,E,C,B,D,B,D,C,D,B,C,A,E,D,A,C,C,C,C,C,B,C,B,B,C,C,A,A,C,C,C,C,C,B,D,C,C,C,C,C,C,B,D,C,C,C,A,E,C,D,D,C,C,C,E,C,B,C,E,B,C,B,B,B,D,C,C,C,C,C,C,C,C,E,C,C,B,C,C,C,D,C,D,B,B,C,C,E,C,C,C,C,C,C,C,C
1777,M,medio,pacifico,1.128,media_alta,Ingenieria,MEC,8,estabilidad_economica,0.348,0.889,A,A,D,A,C,B,B,D,C,D,A,C,C,C,B,E,B,B,D,B,D,B,D,C,C,A,B,C,B,B,B,B,B,B,B,C,D,C,B,A,C,B,A,B,C,B,C,A,B,B,C,A,A,D,D,B,B,C,B,A,B,B,C,B,B,B,C,B,B,B,B,C,B,B,D,A,E,A,E,C,C,A,D,D,D,A,C,C,C,C,C,C,C,E,C,C,C,C,C,B,C,D,D,E,C,A,C,C,C,D,C,C,C,C,C,C,C,C,C,D,C,C,D,E,C,A,E,C,A,C,C,C,D,C,B,A,C,D,C,C,C,E,C,C,C,C,A,B,D,C,D,E,D,B,D,E,C,B,C,B
1778,M,medio,centro,1.243,media_alta,Negocios,DER,14,crecimiento_profesional,0.456,0.934,C,D,C,A,D,B,B,C,B,C,B,B,C,B,B,D,B,A,D,E,A,B,B,C,B,B,B,C,B,E,A,C,B,B,A,B,D,C,D,A,C,B,B,B,C,B,C,C,B,C,C,D,B,B,B,B,B,C,C,B,B,C,C,B,B,B,C,B,C,B,A,C,D,B,D,A,C,A,B,C,D,D,D,D,D,D,D,C,C,A,D,D,E,D,D,B,D,D,D,D,D,D,B,D,D,D,D,D,B,A,D,D,D,D,A,D,D,D,D,D,D,D,D,E,D,A,B,D,C,D,B,D,D,D,D,C,D,E,D,D,D,D,D,D,D,C,D,D,B,D,D,C,D,B,B,A,D,B,C,D
1779,F,bajo,centro,0.213,baja,Oficios_Basicos,LIMPIEZA,23,estabilidad_economica,0.562,0.9,B,B,D,C,E,C,C,D,C,A,E,E,C,D,E,D,C,E,D,D,E,A,C,A,A,B,E,A,E,D,B,E,C,A,C,D,D,E,C,B,D,D,D,D,D,D,D,A,C,D,B,E,D,C,B,A,D,B,D,D,C,B,E,D,C,E,A,C,D,C,B,D,D,D,C,D,E,D,E,A,C,E,D,C,A,C,C,C,A,C,C,C,C,A,D,C,C,C,C,C,C,C,C,D,C,C,C,C,B,C,C,D,E,B,C,C,C,C,C,D,C,D,C,C,C,C,C,C,B,C,B,C,B,B,D,C,B,C,C,C,C,C,B,C,C,C,E,C,C,A,C,E,A,D,B,B,C,C,E,C
1780,M,bajo,centro,0.179,baja,Oficios_Tecnicos,CHEF,19,ayudar_familia,0.695,0.854,E,D,B,D,A,D,D,D,A,B,E,E,B,D,C,D,D,E,E,D,E,E,E,D,D,C,D,D,D,E,C,B,E,D,A,C,D,A,C,D,C,C,B,E,B,E,A,E,D,C,E,E,B,D,D,B,E,D,D,C,C,E,A,D,C,D,E,C,E,D,D,E,E,A,C,B,C,E,E,E,D,D,D,D,D,D,C,D,D,D,D,B,D,D,D,C,B,D,B,A,D,D,B,D,C,C,D,C,D,D,D,D,A,D,C,B,C,D,B,D,D,D,C,A,A,D,D,D,D,D,D,D,B,C,C,D,D,D,D,D,D,D,D,B,C,D,D,D,D,D,D,D,E,C,C,D,D,D,D,D
1781,M,medio,norte,0.448,media,Oficios_Basicos,ALBANIL,21,estabilidad_economica,0.407,0.691,E,A,D,A,E,B,B,D,B,C,C,E,C,D,B,D,B,E,A,D,D,B,D,C,A,A,D,C,B,D,A,D,B,E,C,B,B,C,C,A,A,B,D,C,C,D,C,D,B,C,C,A,A,D,B,B,D,C,D,A,B,D,C,D,C,D,C,B,D,B,C,C,E,B,D,A,E,C,E,C,D,E,A,D,C,E,D,A,A,A,C,A,B,A,A,A,A,C,A,C,D,A,C,A,E,B,A,A,C,C,B,B,A,A,B,D,C,C,A,D,B,A,A,A,C,B,C,A,B,A,A,C,A,A,E,A,A,A,A,A,A,A,C,D,A,B,B,A,A,B,C,A,A,B,D,E,A,B,C,B
1782,F,bajo,norte,0.71,media,Oficios_Tecnicos,TEC_SIS,17,ayudar_familia,0.532,0.885,E,D,D,B,B,B,B,A,B,B,D,B,D,C,C,D,B,C,B,A,D,B,E,C,D,B,D,C,B,D,C,D,A,D,D,B,E,C,C,A,C,B,A,A,C,E,C,D,B,E,C,D,A,B,D,B,D,C,D,C,B,D,C,C,A,E,C,C,D,B,D,C,D,B,D,A,D,A,A,C,E,B,E,B,B,B,B,D,B,B,A,B,B,C,B,B,E,B,B,B,B,B,C,D,D,B,A,B,B,C,C,B,B,B,B,C,B,C,B,B,E,B,B,D,D,B,B,B,B,D,D,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,C,B,B,A,B,B,B,B,B,B,B,B
1783,F,bajo,centro,0.257,media_baja,Oficios_Basicos,CHOFER,22,ayudar_familia,0.666,0.709,D,E,D,B,C,B,B,A,D,A,A,A,C,C,C,C,B,D,D,E,D,B,A,C,D,B,D,C,B,A,B,A,B,D,B,B,C,C,C,A,E,B,E,B,C,A,C,D,B,D,C,D,C,B,E,B,C,C,D,D,B,E,C,D,A,C,C,B,D,B,B,C,D,B,C,A,D,B,E,C,B,B,B,B,D,B,B,A,B,A,B,B,C,D,B,B,B,B,B,E,B,C,D,B,D,B,B,B,A,D,B,D,B,B,B,B,A,D,B,B,C,E,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,C,B,B,B,B,B,B,E,D,B,B,B,B,B,C,E,B,B,B,B,B,B,B
1784,F,medio_alto,norte,1.89,alta,Ingenieria,CIV,9,estabilidad_economica,0.513,0.939,C,A,D,B,C,B,B,D,B,D,B,E,C,A,B,B,B,E,C,B,A,B,B,C,B,A,C,C,B,E,A,E,B,D,C,B,B,C,B,A,B,B,B,C,C,B,C,D,B,B,C,D,B,B,B,B,B,C,B,C,B,B,C,E,B,B,C,B,B,B,B,C,D,B,B,A,B,A,E,C,C,D,D,D,D,E,D,B,C,D,D,D,B,D,C,B,B,D,D,B,D,B,D,D,D,C,D,A,D,C,D,C,D,D,E,D,D,C,D,A,D,D,B,D,D,D,E,D,D,D,D,D,B,D,D,C,D,D,B,D,D,D,D,D,D,D,D,A,D,D,D,D,D,D,C,D,D,E,D,B
1785,F,medio,centro,0.616,media_baja,Ingenieria,ARQ,10,crecimiento_profesional,0.633,0.7,A,E,B,C,B,B,B,D,C,D,D,E,C,D,B,B,B,B,B,B,A,B,D,C,D,B,B,C,B,E,C,B,B,B,A,B,B,C,E,A,E,B,D,B,C,A,C,B,B,B,C,B,A,B,B,B,B,C,B,C,B,D,C,B,C,B,C,B,D,B,D,C,B,B,D,A,D,C,B,C,E,D,A,E,E,D,D,C,B,E,E,C,B,E,C,E,A,E,E,E,E,E,E,B,E,D,E,A,E,E,E,E,E,E,E,E,C,E,E,E,E,E,C,D,E,E,D,E,E,B,E,E,D,C,E,E,D,D,E,D,E,E,E,E,E,E,E,E,C,A,E,C,D,B,D,E,D,E,C,C
1786,F,medio,centro,0.436,media,Oficios_Basicos,LIMPIEZA,23,balance_vida_trabajo,0.554,0.743,E,E,A,B,B,B,A,D,B,E,A,D,C,D,C,A,B,D,B,C,A,B,D,C,E,A,D,C,B,E,A,D,B,A,B,B,D,C,C,A,E,B,E,B,C,A,C,A,B,D,C,D,B,B,C,B,E,C,D,C,B,C,C,A,C,A,C,B,C,B,D,C,E,B,D,A,B,C,B,C,C,B,C,C,A,C,B,C,C,C,D,C,C,C,B,D,E,C,C,C,C,C,C,D,C,C,B,C,C,C,D,C,B,C,D,C,C,C,C,C,C,A,A,D,C,B,C,C,D,D,D,C,C,C,D,A,C,C,C,C,C,C,C,D,C,C,E,C,D,C,C,D,D,D,C,C,C,E,C,C
1787,M,medio,centro,1.623,alta,Negocios,COM,15,balance_vida_trabajo,0.596,0.931,D,C,C,B,E,B,B,A,B,A,B,C,C,D,B,B,B,D,B,B,A,B,B,C,B,A,E,C,B,D,D,B,B,B,A,C,C,C,D,A,E,C,D,C,C,D,C,B,B,D,C,D,A,B,C,B,D,C,A,C,B,C,C,B,B,C,C,B,C,B,D,C,D,B,A,A,C,A,C,C,E,C,E,A,B,E,C,D,E,E,B,D,E,E,E,E,D,D,E,A,E,C,C,E,E,E,D,E,A,E,D,E,D,D,E,E,B,E,E,E,E,D,B,E,E,C,B,B,B,E,A,E,E,E,D,B,E,E,E,E,C,E,E,C,E,E,E,E,E,A,E,E,C,E,E,E,C,B,D,C
1788,M,bajo,centro,0.384,media_baja,Oficios_Tecnicos,TEC_SIS,17,empleabilidad_rapida,0.571,0.674,E,D,D,A,E,B,B,D,D,C,D,D,C,D,C,E,B,D,C,D,D,B,E,C,B,B,D,C,B,D,C,D,B,B,D,B,B,C,C,A,C,B,B,B,C,B,C,D,A,E,C,B,C,B,B,B,B,C,B,A,B,C,C,E,A,E,C,C,D,B,B,C,A,B,B,A,D,D,B,C,B,B,B,B,E,B,B,B,B,B,C,C,B,B,B,B,B,B,E,A,B,C,A,B,A,B,B,C,B,B,B,E,B,B,B,C,B,B,B,B,B,B,B,A,B,D,B,B,D,B,B,B,B,C,B,B,C,B,B,B,D,B,D,B,B,B,B,B,B,B,B,B,B,E,A,B,B,C,B,B
1789,M,medio,pacifico,1.314,media_alta,Oficios_Tecnicos,TEC_ENF,16,estabilidad_economica,0.561,0.773,B,D,D,B,B,B,B,A,B,E,B,E,D,D,B,D,B,D,A,D,A,B,D,C,D,C,E,C,B,B,A,C,B,B,A,B,D,C,D,A,B,B,B,B,C,D,C,B,B,D,C,D,C,D,E,B,B,C,D,A,B,D,C,D,C,C,C,B,D,B,B,C,E,B,C,A,D,A,A,C,E,A,B,B,C,B,A,A,C,A,D,A,A,A,A,B,B,A,E,A,A,E,A,A,B,D,A,D,A,A,A,B,A,E,D,A,A,D,A,A,A,A,D,C,A,A,D,A,A,A,A,A,A,A,D,C,C,C,D,A,D,B,D,A,A,A,D,D,B,E,A,A,B,C,C,E,A,E,A,A
1790,M,medio,norte,1.135,media,Salud,MED,1,crecimiento_profesional,0.465,0.867,E,B,A,B,D,B,B,B,B,B,A,C,C,B,B,D,B,A,B,A,A,B,D,C,C,A,E,C,B,E,C,A,B,A,A,C,A,C,B,A,A,B,D,B,C,E,C,D,B,D,C,D,A,D,D,B,E,C,E,A,B,A,C,E,C,A,C,C,D,B,A,C,E,B,C,A,B,A,A,C,A,B,E,A,A,B,A,E,A,A,A,A,C,C,C,B,A,A,B,D,B,A,B,A,D,B,D,C,A,C,B,A,A,B,A,B,A,A,A,D,A,B,A,D,A,A,A,A,A,D,A,D,C,C,B,B,A,B,C,C,A,A,B,C,D,A,B,A,A,D,B,A,A,A,A,A,A,A,C,A
1791,F,medio_alto,centro,0.9,media_alta,Salud,PSI,2,crecimiento_profesional,0.548,0.811,E,B,D,B,E,B,B,E,B,B,C,B,C,D,B,A,B,A,B,D,A,B,D,C,D,B,A,C,B,A,D,A,B,A,B,B,A,C,E,A,D,B,E,A,C,E,C,D,B,D,C,E,B,D,D,B,A,C,A,D,B,D,C,A,B,E,C,B,D,B,A,C,A,B,D,A,A,B,B,C,C,C,B,B,C,A,B,B,B,B,C,B,B,B,B,B,C,D,B,D,E,B,B,B,E,C,B,B,D,B,B,B,B,C,B,B,B,B,B,B,B,B,D,B,B,B,B,B,B,C,B,B,E,B,D,B,B,B,B,E,B,B,B,B,A,B,B,C,B,C,C,B,B,B,B,B,B,A,B,A
1792,M,medio,centro,1.729,alta,Ingenieria,MEC,8,estabilidad_economica,0.622,0.871,A,D,B,B,C,B,B,B,B,D,B,C,C,A,B,B,B,B,B,B,D,B,A,C,D,A,D,C,B,B,B,B,B,D,B,B,B,C,D,A,B,B,B,A,C,A,C,B,B,E,C,D,A,B,B,B,B,C,C,A,B,A,C,A,B,B,C,B,D,B,B,C,B,B,D,A,B,A,B,C,C,B,C,C,C,C,C,B,E,C,A,C,C,C,E,D,D,C,C,E,C,C,B,E,E,C,D,C,C,D,C,C,A,C,C,D,C,B,C,B,E,A,C,C,A,C,D,C,C,C,C,C,C,C,C,C,C,C,B,B,C,D,C,B,C,D,B,C,B,C,E,C,C,C,C,C,A,A,C,C
1793,F,medio_alto,sur,0.568,media_baja,Oficios_Tecnicos,ELEC_IND,18,crecimiento_profesional,0.598,0.701,C,D,D,B,E,B,B,C,A,A,C,C,D,D,B,D,B,E,B,B,A,B,D,C,D,A,A,C,C,D,B,D,B,D,B,B,C,C,C,A,A,B,D,B,C,A,C,D,B,D,C,D,C,D,E,B,B,C,D,D,B,E,C,A,C,C,C,B,C,B,D,C,E,B,D,A,C,A,E,C,C,D,B,C,C,E,C,C,A,D,C,C,C,D,C,C,C,C,C,C,D,A,B,B,B,E,D,C,C,C,C,C,C,A,C,B,C,C,C,C,C,C,C,C,C,A,C,C,C,D,B,C,C,C,C,C,C,C,B,C,C,E,D,C,D,C,C,C,C,A,C,C,D,B,C,C,C,C,C,C
1794,F,bajo,norte,0.631,media_baja,Oficios_Tecnicos,TEC_SIS,17,estabilidad_economica,0.395,0.716,E,D,B,A,B,B,A,D,D,A,A,B,C,A,B,D,B,B,A,E,D,B,D,C,E,A,D,C,C,D,D,B,B,E,C,C,E,C,D,A,E,C,D,C,C,D,C,B,B,B,C,B,A,B,E,B,D,C,D,A,B,B,C,D,B,D,C,C,B,B,B,C,D,B,C,A,D,B,E,C,B,B,B,B,B,B,B,B,B,B,C,B,B,B,B,B,E,B,E,B,B,C,E,B,A,B,B,B,B,D,B,D,D,B,B,B,B,B,B,D,B,B,B,B,B,B,B,B,B,B,D,B,B,B,E,C,B,B,B,B,B,B,B,E,C,D,B,B,B,B,B,B,B,D,D,B,B,B,C,B
1795,F,bajo,sur,0.3,baja,Oficios_Tecnicos,TEC_SIS,17,empleabilidad_rapida,0.206,0.842,E,E,A,D,C,C,C,D,A,E,D,B,B,D,E,D,C,E,C,B,D,C,D,D,D,B,E,E,C,D,D,D,D,B,C,C,A,D,C,C,D,D,B,B,E,D,D,D,D,D,D,D,C,D,B,D,D,D,D,E,D,C,B,E,C,B,D,A,B,C,E,D,D,D,E,C,E,B,C,B,B,B,C,B,A,E,C,E,B,B,C,B,A,C,A,B,B,B,A,E,B,D,B,B,B,B,D,A,E,D,B,B,B,A,A,B,B,A,B,C,B,B,C,B,B,B,A,D,D,B,B,B,E,B,B,B,B,D,E,B,B,B,B,B,B,B,A,E,B,B,B,C,E,D,B,B,B,B,A,B
1796,F,medio_alto,pacifico,0.612,media,Oficios_Tecnicos,CHEF,19,estabilidad_economica,0.389,0.673,E,A,A,A,B,B,B,D,B,E,B,D,C,D,B,D,B,D,D,E,A,B,A,C,D,B,E,C,C,D,A,D,B,E,A,B,E,C,C,A,D,B,E,B,C,D,C,E,A,D,C,D,B,B,D,B,D,C,D,A,B,A,C,E,D,D,C,C,E,B,E,C,E,B,E,A,D,B,B,C,D,D,B,D,D,A,C,A,D,D,D,B,E,D,A,D,D,D,D,D,D,D,B,D,C,A,D,A,B,D,D,D,D,B,D,E,C,D,D,D,D,D,D,C,D,D,B,D,D,C,D,B,A,D,B,D,D,D,D,A,B,D,D,D,D,D,C,D,A,D,D,C,D,E,B,D,D,D,D,D
1797,M,medio,norte,0.72,media,Ingenieria,MEC,8,estabilidad_economica,0.43,0.832,E,B,B,C,C,B,B,B,C,D,C,A,D,D,C,D,B,B,C,B,D,B,B,C,B,B,C,C,C,C,A,E,B,B,C,B,B,C,D,A,B,C,B,B,C,B,C,B,B,B,C,B,C,B,D,B,B,C,B,A,B,C,C,B,C,E,C,B,E,B,B,C,B,B,B,A,B,B,B,C,C,C,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,C,C,C,C,B,C,B,C,C,B,C,D,C,B,E,B,C,B,C,C,C,B,C,C,D,C,C,C,C,B,D,E,C,C,C,C,C,E,C,C,C,D
